5281,1,2,0,NA,1,0,0,0,0,2,1,2,0,0,0,1,1,0,2,0,2,NA,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
5282,-1,-2,0,0,1,0,0,-1,0,0,-1,0,-1,1,0,0,0,1,0,0,-2,0,2,2,1,0,0,-2,1,0,0,0,0,0,1,0,0,0,1
5284,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,1,1,2,0,0,2,2,2,2,2,1,1,2,2,2,2,1,0,2,2,0,1,2,2
5285,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,NA,0,0,0,1,2,0,1,1,0,2,0,0,1,2
5286,0,0,-1,0,1,0,0,0,2,1,-1,2,0,2,0,2,2,2,1,0,1,2,1,1,1,2,-1,2,2,2,1,0,0,0,2,0,0,2,2
5287,1,2,1,2,1,0,1,0,2,0,0,0,1,2,0,0,-2,2,-1,0,1,2,0,0,2,1,NA,1,1,1,-1,1,1,0,1,0,-1,1,0
5288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5290,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,2,0,0,0,1,NA,0,0,0,1,1,0,0,0,2
5304,-2,-2,-1,-2,-2,-2,0,-2,-2,-1,-2,-2,2,NA,-2,-1,-1,2,-2,-2,-2,-2,1,1,1,-2,-2,-2,0,-2,-2,0,0,0,2,-2,-2,2,-2
5305,0,0,2,0,1,0,2,2,1,1,1,NA,2,2,0,1,1,2,0,0,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1
5306,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5307,-2,-1,0,0,2,-2,0,0,-2,0,0,0,-2,1,-2,-1,-1,1,-2,-2,0,0,1,1,1,0,0,-2,0,1,1,0,-1,2,1,0,-2,1,1
5311,-2,-2,-2,-2,0,-2,0,-2,-2,0,-2,-2,-2,1,-2,-2,-2,2,-2,-2,1,-2,2,1,1,1,-2,-2,0,1,2,2,2,1,NA,-2,-2,2,0
5314,-1,-1,0,-1,0,-1,0,0,0,0,2,1,-1,-1,-1,0,1,0,0,-1,0,1,1,0,1,0,0,0,1,0,1,2,1,1,0,2,2,1,2
5315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5316,-1,-1,-2,-2,0,0,-2,-2,-2,0,-1,-1,-1,0,-2,-2,-2,2,-2,0,0,0,1,1,1,0,0,-2,1,-2,2,2,0,0,2,0,-2,2,-2
5318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
